SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1027 S Lucerne Blvd,Los Angeles,CA,90019,1895000,4,4.5,HPK - Hancock Park,2508,6585,1924,1,756,,Pre On-Market,August-2-2025 02:00 PM,August-2-2025 05:00 PM,https://www.redfin.com/CA/Los-Angeles/1027-S-Lucerne-Blvd-90019/home/6916706,CRMLS,GD25164905,N,Y,34.0556675,-118.3280353
MLS Listing,,Condo/Co-op,15050 Sherman Way #146,Van Nuys,CA,91405,519000,2,2.0,VN - Van Nuys,1309,142506,1981,1,396,,Active,August-2-2025 12:00 PM,August-2-2025 03:00 PM,https://www.redfin.com/CA/Van-Nuys/15050-Sherman-Way-91405/unit-146/home/4460876,CRMLS,SR25166868,N,Y,34.2008563,-118.461375
MLS Listing,,Condo/Co-op,1264 Ozeta Ter #301,West Hollywood,CA,90069,1988800,2,3.5,C10 - West Hollywood Vicinity,2281,6335,1979,1,872,970,Active,,,https://www.redfin.com/CA/West-Hollywood/1264-Ozeta-Ter-90069/unit-301/home/7121440,CRMLS,SR25172193,N,Y,34.0929569,-118.3852219
MLS Listing,,Townhouse,8530 Burnet Ave #107,North Hills,CA,91343,570000,3,2.5,NOH - North Hills,1284,48019,1981,1,444,600,Active,,,https://www.redfin.com/CA/North-Hills/8530-Burnet-Ave-91343/unit-107/home/5686091,CRMLS,PW25172591,N,Y,34.2256808,-118.4627701
MLS Listing,,Single Family Residential,816 W 105th St,Los Angeles,CA,90044,729900,3,2.0,C36 - Metropolitan Southwest,1210,4802,1923,1,603,,Pre On-Market,,,https://www.redfin.com/CA/Los-Angeles/816-W-105th-St-90044/home/7310228,CRMLS,WS25172586,N,Y,33.9404922,-118.2900821
MLS Listing,,Single Family Residential,19947 Cantara St,Winnetka,CA,91306,1099000,4,3.0,WIN - Winnetka,1924,5943,1971,1,571,,Pre On-Market,August-2-2025 12:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/Winnetka/19947-Cantara-St-91306/home/3657857,CRMLS,SR25172547,N,Y,34.2190437,-118.5683424
MLS Listing,,Single Family Residential,4935 Woodley Ave,Encino,CA,91436,1695000,4,2.5,Encino,2322,8483,1972,1,730,,Active,August-1-2025 11:00 AM,August-1-2025 02:00 PM,https://www.redfin.com/CA/Encino/4935-Woodley-Ave-91436/home/4792496,TheMLS,25571317,N,Y,34.159455,-118.4840013
MLS Listing,,Single Family Residential,706 N Occidental Blvd,Los Angeles,CA,90026,2599000,5,3.0,671 - Silver Lake,2754,6920,1909,1,944,,Pre On-Market,,,https://www.redfin.com/CA/Los-Angeles/706-N-Occidental-Blvd-90026/home/7052066,CRMLS,RS25172539,N,Y,34.0786661,-118.2744336
MLS Listing,,Single Family Residential,4977 Canoga Ave,Woodland Hills,CA,91364,1425000,4,2.5,Woodland Hills,1853,11625,1948,1,769,,Active,August-2-2025 02:00 PM,August-2-2025 05:00 PM,https://www.redfin.com/CA/Woodland-Hills/4977-Canoga-Ave-91364/home/4180083,TheMLS,25572559,N,Y,34.1595186,-118.5967474
MLS Listing,,Single Family Residential,14320 Osborne St,Panorama City,CA,91402,1165000,5,4.0,PC - Panorama City,1866,5408,1949,1,624,,Active,,,https://www.redfin.com/CA/Panorama-City/14320-Osborne-St-91402/home/5639062,CRMLS,SR25172516,N,Y,34.232993,-118.4446653
MLS Listing,,Single Family Residential,17008 Escalon Dr,Encino,CA,91436,1798000,3,2.5,Encino,2548,26486,1965,1,706,,Active,August-3-2025 02:00 PM,August-3-2025 05:00 PM,https://www.redfin.com/CA/Encino/17008-Escalon-Dr-91436/home/4927902,TheMLS,25571455,N,Y,34.1400709,-118.5019746
MLS Listing,,Single Family Residential,955 W Avenue 37,Los Angeles,CA,90065,1698000,2,2.0,Mt Washington,1798,12720,1927,1,944,,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/Los-Angeles/955-W-Avenue-37-90065/home/7075032,TheMLS,25572457,N,Y,34.0981701,-118.2191026
MLS Listing,,Single Family Residential,6423 Sheltondale,West Hills,CA,91307,810000,3,1.5,WEH - West Hills,1150,8593,1960,1,704,,Active,,,https://www.redfin.com/CA/West-Hills/6423-Sheltondale-Ave-91307/home/3164438,CSMAR,225003892,N,Y,34.1864882,-118.6526636
MLS Listing,,Single Family Residential,16805 Otsego St,Encino,CA,91436,5150000,6,6.0,Encino,5938,12179,2025,1,867,,Active,,,https://www.redfin.com/CA/Encino/16805-Otsego-St-91436/home/193620233,TheMLS,25572311,N,Y,34.1634612,-118.4997677
MLS Listing,,Single Family Residential,16805 Rayen St,Northridge,CA,91343,4999000,6,8.0,Northridge,7468,36352,2019,1,669,,Active,,,https://www.redfin.com/CA/Northridge/16805-Rayen-St-91343/home/5748585,TheMLS,25572091,N,Y,34.232478,-118.4984397
MLS Listing,,Single Family Residential,7445 Balcom Ave,Reseda,CA,91335,1750000,10,6.0,Reseda,4300,12162,1944,1,407,,Active,,,https://www.redfin.com/CA/Reseda/7445-Balcom-Ave-91335/home/3800947,TheMLS,25572553,N,Y,34.2060759,-118.5210481
MLS Listing,,Multi-Family (2-4 Unit),5838 Allston St,Los Angeles,CA,90022,1199000,6,4.0,699 - Not Defined,5653,5653,1955,1,212,,Pre On-Market,,,https://www.redfin.com/CA/Los-Angeles/5838-Allston-St-90022/home/7432237,CRMLS,RS25172496,N,Y,34.0142847,-118.1450687
MLS Listing,,Condo/Co-op,108 W 2nd St #309,Los Angeles,CA,90012,500000,0,1.0,Downtown L.A.,750,19159,1910,1,667,720,Active,,,https://www.redfin.com/CA/Los-Angeles/108-W-2nd-St-90012/unit-309/home/17971708,TheMLS,25572301,N,Y,34.0511597,-118.2449829
MLS Listing,,Single Family Residential,11730 Preston Trails Ave,Porter Ranch,CA,91326,1249995,3,2.0,NR - Northridge,2093,10541,1976,1,597,,Active,August-2-2025 10:00 AM,August-2-2025 01:00 PM,https://www.redfin.com/CA/Porter-Ranch/11730-Preston-Trails-Ave-91326/home/5983549,CRMLS,PW25172190,N,Y,34.2853448,-118.5590542
MLS Listing,,Single Family Residential,17084 Escalon Dr,Encino,CA,91436,1679000,3,2.5,ENC - Encino,2030,14250,1966,1,827,,Active,,,https://www.redfin.com/CA/Encino/17084-Escalon-Dr-91436/home/4927753,CRMLS,SR25172467,N,Y,34.1368803,-118.5031337
MLS Listing,,Condo/Co-op,13700 Marina Pointe Dr #321,Marina Del Rey,CA,90292,719000,1,1.0,Marina Del Rey,859,124705,2003,1,837,1139,Active,,,https://www.redfin.com/CA/Marina-del-Rey/13700-Marina-Pointe-Dr-90292/unit-321/home/8126432,TheMLS,25547779,N,Y,33.9846086,-118.4450901
MLS Listing,,Vacant Land,582 Radcliffe Ave,Pacific Palisades,CA,90272,1599000,,,Pacific Palisades,,5804,,1,,,Active,,,https://www.redfin.com/CA/Pacific-Palisades/582-Radcliffe-Ave-90272/home/6841669,TheMLS,25572293,N,Y,34.0404514,-118.5304815
MLS Listing,,Single Family Residential,8016 Lubao Ave,Winnetka,CA,91306,849000,4,2.0,WIN - Winnetka,1753,5252,1968,1,484,,Active,August-2-2025 01:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/Winnetka/8016-Lubao-Ave-91306/home/3670622,CRMLS,SR25170196,N,Y,34.2161786,-118.5672865
MLS Listing,,Condo/Co-op,424 S Westmoreland Ave #204,Los Angeles,CA,90020,589000,2,2.0,Mid-Wilshire,1035,20443,1982,1,569,336,Active,August-2-2025 01:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/Los-Angeles/424-S-Westmoreland-Ave-90020/unit-204/home/6908712,TheMLS,25572477,N,Y,34.066061,-118.2879741
MLS Listing,,Condo/Co-op,11286 Westminster Ave #302,Los Angeles,CA,90066,925000,2,3.0,Palms - Mar Vista,1311,6632,1989,1,706,525,Active,August-3-2025 02:00 PM,August-3-2025 05:00 PM,https://www.redfin.com/CA/Los-Angeles/11286-Westminster-Ave-90066/unit-302/home/6750002,TheMLS,25572249,N,Y,34.0166743,-118.4235666
MLS Listing,,Condo/Co-op,1225 Armacost Ave #304,Los Angeles,CA,90025,949000,2,2.0,West L.A.,1144,17263,1991,1,830,543,Active,August-2-2025 01:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/Los-Angeles/1225-Armacost-Ave-90025/unit-304/home/8136469,TheMLS,25572275,N,Y,34.0458183,-118.4640325
MLS Listing,,Vacant Land,5950 Cedros Ave,Van Nuys,CA,91411,5877000,,,VN - Van Nuys,,30735,,1,,,Active,,,https://www.redfin.com/CA/Sherman-Oaks/5950-Cedros-Ave-91411/home/196756323,CRMLS,SR25172430,N,Y,34.1790347,-118.4529593
MLS Listing,,Condo/Co-op,360 W Avenue 26 #302,Los Angeles,CA,90031,362000,0,1.0,677 - Lincoln Hts,630,53961,2006,1,575,506,Active,,,https://www.redfin.com/CA/Los-Angeles/360-W-Avenue-26-90031/unit-302/home/12292378,CRMLS,WS25172423,N,Y,34.0802929,-118.2203519
MLS Listing,,Single Family Residential,13320 Mulholland Dr,Beverly Hills,CA,90210,16900000,5,7.0,C02 - Beverly Hills Post Office,9375,32280,1990,1,1803,,Active,,,https://www.redfin.com/CA/Beverly-Hills/13320-Mulholland-Dr-90210/home/6833673,CRMLS,SR25172408,N,Y,34.129656,-118.423436
MLS Listing,,Single Family Residential,6455 Densmore Ave,Lake Balboa,CA,91406,1099900,3,2.0,LKBL - Lake Balboa,1356,5650,1948,1,811,,Active,August-2-2025 01:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/Van-Nuys/6455-Densmore-Ave-91406/home/4576526,CRMLS,SR25172325,N,Y,34.1882365,-118.4776882
MLS Listing,,Single Family Residential,6035 4th Ave,Los Angeles,CA,90043,680000,2,1.0,C36 - Metropolitan Southwest,990,4795,1924,1,687,,Active,,,https://www.redfin.com/CA/Los-Angeles/6035-4th-Ave-90043/home/6418358,CRMLS,DW25171529,N,Y,33.9844584,-118.3218365
MLS Listing,,Single Family Residential,13845 Magnolia Blvd,Sherman Oaks,CA,91423,4699000,6,6.5,Sherman Oaks,6612,29012,2006,1,711,,Active,,,https://www.redfin.com/CA/Sherman-Oaks/13845-Magnolia-Blvd-91423/home/4721996,TheMLS,25571873,N,Y,34.1654007,-118.4350319
MLS Listing,,Single Family Residential,12119 Falcon Crest Way,Porter Ranch,CA,91326,1175000,4,3.0,Porter Ranch,2231,4528,1989,1,527,236,Active,August-3-2025 02:00 PM,August-3-2025 05:00 PM,https://www.redfin.com/CA/Porter-Ranch/12119-Falcon-Crest-Way-91326/home/5768494,TheMLS,25569643,N,Y,34.2929557,-118.5680779
MLS Listing,,Single Family Residential,7418 Amigo Ave,Reseda,CA,91335,849990,2,1.0,RES - Reseda,1293,6252,1950,1,657,,Active,,,https://www.redfin.com/CA/Reseda/7418-Amigo-Ave-91335/home/3785475,CRMLS,CV25172383,N,Y,34.2053492,-118.5380521
MLS Listing,,Single Family Residential,10716 Telfair Ave,Pacoima,CA,91331,699999,3,1.0,PAC - Pacoima,944,6752,1947,1,742,,Active,August-2-2025 01:00 PM,August-2-2025 05:00 PM,https://www.redfin.com/CA/Pacoima/10716-Telfair-Ave-91331/home/5600017,CRMLS,SR25172319,N,Y,34.2649177,-118.4266813
MLS Listing,,Single Family Residential,2648 S Halm Ave,Los Angeles,CA,90034,1095000,3,2.0,Beverlywood Vicinity,1147,4145,1929,1,955,,Active,August-3-2025 02:00 PM,August-3-2025 05:00 PM,https://www.redfin.com/CA/Los-Angeles/2648-S-Halm-Ave-90034/home/6786069,TheMLS,25570847,N,Y,34.0357441,-118.3835904
MLS Listing,,Single Family Residential,722 E 92nd St,Los Angeles,CA,90002,600000,2,1.0,C16 - Mid Los Angeles,1255,4341,1937,1,478,,Active,,,https://www.redfin.com/CA/Los-Angeles/722-E-92nd-St-90002/home/7302485,CRMLS,DW25171869,N,Y,33.9525972,-118.2621607
MLS Listing,,Condo/Co-op,9800 Vesper Ave #133,Panorama City,CA,91402,424900,2,1.0,PC - Panorama City,875,168664,1981,1,486,383,Pre On-Market,August-3-2025 12:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/Panorama-City/9800-Vesper-Ave-91402/unit-133/home/5663685,CRMLS,DW25169247,N,Y,34.2469285,-118.4500025
MLS Listing,,Multi-Family (5+ Unit),5618 Venice Blvd,Los Angeles,CA,90019,1190000,11,,C28 - Culver City,2400,4283,1947,1,496,,Active,,,https://www.redfin.com/CA/Los-Angeles/5618-Venice-Blvd-90019/home/194651847,CRMLS,OC25172352,N,Y,34.0433169,-118.3607285
MLS Listing,,Townhouse,4455 Fulton Ave #3,Sherman Oaks,CA,91423,779999,2,2.5,SO - Sherman Oaks,1544,6864,1980,1,505,400,Active,August-2-2025 12:00 PM,August-2-2025 03:00 PM,https://www.redfin.com/CA/Sherman-Oaks/4455-Fulton-Ave-91423/unit-3/home/5220448,CRMLS,SR25172353,N,Y,34.1519965,-118.4229049
MLS Listing,,Condo/Co-op,1282 N Park Western Dr #108,San Pedro,CA,90732,449000,1,1.0,193 - San Pedro - North,711,116311,1983,1,632,533,Active,,,https://www.redfin.com/CA/San-Pedro/1282-W-Park-Western-Dr-90732/unit-108/home/7686216,CRMLS,SB25162735,N,Y,33.7541233,-118.3051716
MLS Listing,,Multi-Family (2-4 Unit),712 N Wilmington,Wilmington,CA,90744,875000,8,4.0,195 - West Wilmington,3192,7187,1956,1,274,,Active,,,https://www.redfin.com/CA/Wilmington/712-N-Wilmington-Blvd-90744/home/7676365,CRMLS,SB25169531,N,Y,33.7783145,-118.2736299
MLS Listing,,Vacant Land,2906 Alta St,Los Angeles,CA,90031,95000,,,676 - Monterey Hills,,7469,,1,,,Active,,,https://www.redfin.com/CA/Lincoln-Heights/2906-Alta-St-90031/home/196753562,CRMLS,WS25172334,N,Y,34.0796224,-118.2038732
MLS Listing,,Single Family Residential,10300 Northvale Rd,Los Angeles,CA,90064,2299000,3,3.0,Cheviot Hills - Rancho Park,1906,8217,1947,1,1206,,Active,August-3-2025 02:00 PM,August-3-2025 05:00 PM,https://www.redfin.com/CA/Los-Angeles/10300-Northvale-Rd-90064/home/6797900,TheMLS,25559561,N,Y,34.033022,-118.4113356
MLS Listing,,Multi-Family (2-4 Unit),136 E 118th Pl,Los Angeles,CA,90061,759900,6,2.0,C37 - Metropolitan South,1564,6260,1924,1,486,,Active,,,https://www.redfin.com/CA/Los-Angeles/136-E-118th-Pl-90061/home/7321065,CRMLS,DW25172290,N,Y,33.9254234,-118.2725524
MLS Listing,,Single Family Residential,949 Mayo St,Los Angeles,CA,90042,1098000,3,2.0,Highland Park,1517,6181,1965,1,724,,Active,August-2-2025 02:00 PM,August-2-2025 05:00 PM,https://www.redfin.com/CA/Los-Angeles/949-Mayo-St-90042/home/7078360,TheMLS,25571449,N,Y,34.1130511,-118.2120431
MLS Listing,,Vacant Land,9921 Tower Ln,Beverly Hills,CA,90210,1995000,,,Beverly Hills Post Office,,23531,,1,,,Active,,,https://www.redfin.com/CA/Beverly-Hills/9921-Tower-Ln-90210/home/167433215,TheMLS,25572389,N,Y,34.091322,-118.423782
MLS Listing,,Single Family Residential,1027 Pleasantview Ave,Venice,CA,90291,2199000,4,3.0,Venice,1700,4150,1947,1,1294,,Active,August-2-2025 02:00 PM,August-2-2025 05:00 PM,https://www.redfin.com/CA/Venice/1027-Pleasantview-Ave-90291/home/6742159,TheMLS,25572269,N,Y,33.9958707,-118.4635346
MLS Listing,,Condo/Co-op,7300 Franklin Ave #548,Los Angeles,CA,90046,760000,2,2.0,Sunset Strip - Hollywood Hills West,1191,86424,1974,1,638,619,Active,August-3-2025 02:00 PM,August-3-2025 05:00 PM,https://www.redfin.com/CA/Los-Angeles/7300-Franklin-Ave-90046/unit-548/home/7116175,TheMLS,25572335,N,Y,34.1031803,-118.3494385
MLS Listing,,Condo/Co-op,4316 Marina City Dr #1023,Marina Del Rey,CA,90292,595000,1,1.0,Marina Del Rey,,,,1,,1608,Active,,,https://www.redfin.com/CA/Marina-Del-Rey/4316-Marina-City-Dr-90292/unit-1023/home/174865246,TheMLS,25567847,N,Y,33.9847148,-118.4538367
MLS Listing,,Single Family Residential,136 Fremont Pl,Los Angeles,CA,90005,4590000,5,6.0,Hancock Park-Wilshire,4465,18444,1919,1,1028,,Active,August-3-2025 02:00 PM,August-3-2025 05:00 PM,https://www.redfin.com/CA/Los-Angeles/136-Fremont-Pl-90005/home/6916724,TheMLS,25571595,N,Y,34.0560525,-118.3296203
MLS Listing,,Condo/Co-op,7320 Hawthorn Ave #102,Los Angeles,CA,90046,499999,1,1.0,C20 - Hollywood,760,36450,1985,1,658,716,Active,,,https://www.redfin.com/CA/Los-Angeles/7320-Hawthorn-Ave-90046/unit-102/home/12130829,CRMLS,SR25170767,N,Y,34.0996607,-118.3493992
MLS Listing,,Single Family Residential,8310 Colegio Dr,Los Angeles,CA,90045,1798000,4,3.0,C29 - Westchester,2522,5001,1942,1,713,,Active,August-3-2025 02:00 PM,August-3-2025 05:00 PM,https://www.redfin.com/CA/Los-Angeles/8310-Colegio-Dr-90045/home/6622674,CRMLS,WS25172280,N,Y,33.9619924,-118.4220489
MLS Listing,,Multi-Family (2-4 Unit),1327 S Gage Ave,Los Angeles,CA,90023,650000,6,,699 - Not Defined,1310,7820,1923,1,496,,Active,,,https://www.redfin.com/CA/Los-Angeles/1327-S-Gage-Ave-90023/home/6963956,CRMLS,OC25172278,N,Y,34.0158744,-118.1851675
MLS Listing,,Single Family Residential,6501 Debs Ave,West Hills,CA,91307,949000,3,2.0,WEH - West Hills,1160,7878,1960,1,818,,Pre On-Market,August-2-2025 12:00 AM,August-2-2025 03:00 PM,https://www.redfin.com/CA/West-Hills/6501-Debs-Ave-91307/home/3178848,CRMLS,SR25172273,N,Y,34.1883551,-118.6502143
MLS Listing,,Condo/Co-op,13600 Marina Pointe Dr #401,Marina Del Rey,CA,90292,1499000,2,2.5,Marina Del Rey,1945,122529,1999,1,771,2140,Active,,,https://www.redfin.com/CA/Marina-del-Rey/13600-Marina-Pointe-Dr-90292/unit-401/home/8105068,TheMLS,25572167,N,Y,33.9846526,-118.4441621
MLS Listing,,Single Family Residential,3554 S Sycamore Ave,Los Angeles,CA,90016,1459000,3,2.0,C16 - Mid Los Angeles,1794,8076,1940,1,813,,Active,August-10-2025 11:00 AM,August-10-2025 03:00 PM,https://www.redfin.com/CA/Los-Angeles/3554-S-Sycamore-Ave-90016/home/6889878,CRMLS,DW25172202,N,Y,34.0217745,-118.3567736
MLS Listing,,Mobile/Manufactured Home,10939 Langdon 167 Ave,Mission Hills (san Fernando),CA,91345,219000,2,2.0,Bermuda Mobile Home Park,1440,,1979,1,152,,Active,,,https://www.redfin.com/CA/Mission-Hills/10939-Langdon-Ave-91345/home/196752427,CRMLS,SR25172089,N,Y,34.2696406,-118.4699269
MLS Listing,,Multi-Family (2-4 Unit),5931 W 79th St,Los Angeles,CA,90045,1595888,6,4.0,Westchester,2589,9020,1949,1,616,,Active,,,https://www.redfin.com/CA/Los-Angeles/5931-W-79th-St-90045/home/6607952,TheMLS,25566537,N,Y,33.9657046,-118.3866546
MLS Listing,,Mobile/Manufactured Home,15445 Cobalt St #222,Sylmar,CA,91342,195000,2,2.0,Tahitian Mobile Home Park,1344,,1981,1,145,,Active,,,https://www.redfin.com/CA/Sylmar/15445-Cobalt-St-91342/unit-222/home/196752373,CRMLS,SR25165865,N,Y,34.3106735,-118.4689319
MLS Listing,,Single Family Residential,2209 Banyan Dr,Los Angeles,CA,90049,6495000,5,6.0,Brentwood,5159,14684,2000,1,1259,,Active,,,https://www.redfin.com/CA/Los-Angeles/2209-Banyan-Dr-90049/home/6859728,TheMLS,25570529,N,Y,34.0765937,-118.5037667
MLS Listing,,Mobile/Manufactured Home,4201 Topanga Canyon Blvd #61,Woodland Hills,CA,91364,375000,3,2.0,Mobile/Modular/Manufactured,1248,,2004,1,300,,Active,August-2-2025 01:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/Woodland-Hills/4201-Topanga-Canyon-Blvd-91364/unit-61/home/195946800,CRMLS,V1-31472,N,Y,34.145643,-118.6086508
MLS Listing,,Condo/Co-op,2345 Roscomare Rd #303,Los Angeles,CA,90077,945000,2,2.0,Bel Air - Holmby Hills,1232,87605,1971,1,767,815,Pre On-Market,,,https://www.redfin.com/CA/Los-Angeles/2345-Roscomare-Rd-90077/unit-303/home/6831373,TheMLS,25568353,N,Y,34.1170558,-118.4642238
MLS Listing,,Single Family Residential,13240 Chalon Rd,Los Angeles,CA,90049,7995000,5,5.0,Brentwood,4349,21857,1964,1,1838,,Active,August-3-2025 02:00 PM,August-3-2025 05:00 PM,https://www.redfin.com/CA/Los-Angeles/13240-Chalon-Rd-90049/home/6859666,TheMLS,25572257,N,Y,34.0775895,-118.5018471
MLS Listing,,Condo/Co-op,18524 Mayall St Unit D,Northridge,CA,91324,625000,3,3.0,Northridge,1289,465222,1972,1,485,525,Active,,,https://www.redfin.com/CA/Northridge/18524-Mayall-St-91324/unit-D/home/5816566,TheMLS,25570703,N,Y,34.252896,-118.5375129
MLS Listing,,Single Family Residential,20516 Germain St,Chatsworth,CA,91311,1699000,4,3.0,CHT - Chatsworth,2791,12726,1979,1,609,,Active,,,https://www.redfin.com/CA/Chatsworth/20516-Germain-St-91311/home/5777784,CRMLS,SR25169719,N,Y,34.2616237,-118.5803255
MLS Listing,,Single Family Residential,1812 W 48th St,Los Angeles,CA,90062,799000,4,2.0,699 - Not Defined,2215,7512,2011,1,361,,Active,,,https://www.redfin.com/CA/Los-Angeles/1812-W-48th-St-90062/home/6869867,CRMLS,DW25172177,N,Y,33.9997992,-118.3118797
MLS Listing,,Single Family Residential,9146 St Ives Dr,Los Angeles,CA,90069,2995000,4,4.5,Sunset Strip - Hollywood Hills West,2930,4692,1935,1,1022,,Active,August-3-2025 02:00 PM,August-3-2025 05:00 PM,https://www.redfin.com/CA/Los-Angeles/9146-St-Ives-Dr-90069/home/7121687,TheMLS,25570915,N,Y,34.0928468,-118.3915538
MLS Listing,,Single Family Residential,12577 Mercer St,Pacoima,CA,91331,780000,4,3.0,PAC - Pacoima,1985,7542,1956,1,393,,Active,,,https://www.redfin.com/CA/Pacoima/12577-Mercer-St-91331/home/5476531,CRMLS,P1-23489,N,Y,34.2802507,-118.4075379
MLS Listing,,Single Family Residential,1309 W 82nd St,Los Angeles,CA,90044,730000,2,1.0,Metropolitan Southwest,1225,4080,1936,1,596,,Active,,,https://www.redfin.com/CA/Los-Angeles/1309-W-82nd-St-90044/home/7291639,TheMLS,25572163,N,Y,33.9645868,-118.2987091
MLS Listing,,Single Family Residential,18136 Lull St,Reseda,CA,91335,969000,3,2.5,699 - Not Defined,1422,5669,1950,1,681,,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/Reseda/18136-Lull-St-91335/home/3790705,CRMLS,SR25171556,N,Y,34.2090627,-118.5287636
MLS Listing,,Single Family Residential,3974 S Orange Dr,Los Angeles,CA,90008,2199000,4,3.0,Park Hills Heights,2534,10844,1947,1,868,,Active,,,https://www.redfin.com/CA/Los-Angeles/3974-S-Orange-Dr-90008/home/6879048,TheMLS,25568937,N,Y,34.0138245,-118.3560329
MLS Listing,,Single Family Residential,17405 Wyandotte St,Van Nuys,CA,91406,845000,2,2.0,VN - Van Nuys,1244,5879,1949,1,679,,Active,August-2-2025 01:00 AM,August-2-2025 04:00 AM,https://www.redfin.com/CA/Van-Nuys/17405-Wyandotte-St-91406/home/4528743,CRMLS,GD25171328,N,Y,34.2035483,-118.5119308
MLS Listing,,Single Family Residential,3228 Sagamore Way,Los Angeles,CA,90065,1049000,2,2.0,Glassell Park,1553,5360,1957,1,675,,Active,August-3-2025 02:00 PM,August-3-2025 05:00 PM,https://www.redfin.com/CA/Los-Angeles/3228-Sagamore-Way-90065/home/7174957,TheMLS,25568029,N,Y,34.1296081,-118.2339542
MLS Listing,,Single Family Residential,1393 N Avenue 57,Los Angeles,CA,90042,1399000,3,2.5,Highland Park,1667,4753,1991,1,839,,Active,August-2-2025 12:00 PM,August-2-2025 02:00 PM,https://www.redfin.com/CA/Highland-Park/1393-North-Avenue-57-90042/home/196136730,TheMLS,25572289,N,Y,34.1250497,-118.1953095
MLS Listing,,Single Family Residential,2222-1/4 Dorris Pl,Los Angeles,CA,90031,799000,2,2.5,606 - Atwater,998,5517,2025,1,801,300,Active,August-2-2025 12:00 PM,August-2-2025 03:00 PM,https://www.redfin.com/CA/Los-Angeles/2222-Dorris-Pl-90031/home/7069408,CRMLS,P1-23488,N,Y,34.0904544,-118.2378056
MLS Listing,,Single Family Residential,1080 Pagoda Pl,Los Angeles,CA,90031,1495000,2,1.0,Montecito Heights,826,8982,1937,1,1810,,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/Los-Angeles/1080-Pagoda-Pl-90031/home/7000099,TheMLS,25565419,N,Y,34.0872545,-118.202244
MLS Listing,,Multi-Family (5+ Unit),695 S Norton Ave,Los Angeles,CA,90005,3600000,18,17.0,Hancock Park-Wilshire,11647,7043,1965,1,309,,Active,,,https://www.redfin.com/CA/Los-Angeles/695-S-Norton-Ave-90005/home/6917450,TheMLS,25572123,N,Y,34.0601987,-118.3178666
MLS Listing,,Single Family Residential,14300 Runnymede St,Van Nuys,CA,91405,1098000,4,2.0,East Van Nuys,1945,6331,1954,1,565,,Active,August-2-2025 01:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/Van-Nuys/14300-Runnymede-St-91405/home/4410032,TheMLS,25571409,N,Y,34.2055057,-118.4445895
MLS Listing,,Condo/Co-op,865 Comstock Ave Unit PHD,Los Angeles,CA,90024,3199000,3,4.5,Westwood - Century City,2950,85061,1961,1,1084,3521,Active,,,https://www.redfin.com/CA/Los-Angeles/865-Comstock-Ave-90024/unit-PHD/home/196751146,TheMLS,25564229,N,Y,34.067269,-118.425488
MLS Listing,,Single Family Residential,22349 Dolorosa St,Woodland Hills,CA,91367,3498000,6,6.5,WHLL - Woodland Hills,6240,22808,1949,1,561,,Active,August-3-2025 01:00 AM,August-3-2025 03:00 AM,https://www.redfin.com/CA/Woodland-Hills/22349-Dolorosa-St-91367/home/3989218,CRMLS,SR25171138,N,Y,34.1704938,-118.6140744
MLS Listing,,Condo/Co-op,8348 E Penfield Ave #3,Winnetka,CA,91306,600000,2,3.0,,1123,,1982,1,534,550,Active,,,https://www.redfin.com/CA/Winnetka/8348-Penfield-Ave-91306/unit-3/home/5883730,SDMLS,250034936,N,Y,34.2215475,-118.5686251
MLS Listing,,Condo/Co-op,4411 Los Feliz Blvd #306,Los Angeles,CA,90027,695000,1,1.0,Los Feliz,836,93238,1966,1,831,1038,Active,August-2-2025 01:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/Los-Angeles/4411-Los-Feliz-Blvd-90027/unit-306/home/7133019,TheMLS,25571965,N,Y,34.1126244,-118.2858025
